file,class,method,variable,usage
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapify/4[T[],int,int,int]",left,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapify/4[T[],int,int,int]",i,5
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapify/4[T[],int,int,int]",right,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapify/4[T[],int,int,int]",n,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"introspectiveSort/4[T[],int,int,int]",high,6
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"introspectiveSort/4[T[],int,int,int]",depth,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"introspectiveSort/4[T[],int,int,int]",array,4
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"introspectiveSort/4[T[],int,int,int]",low,4
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"introspectiveSort/4[T[],int,int,int]",pivotIndex,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapSort/3[T[],int,int]",high,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapSort/3[T[],int,int]",array,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapSort/3[T[],int,int]",low,6
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapSort/3[T[],int,int]",i,8
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/IntrospectiveSort.java,com.thealgorithms.sorts.IntrospectiveSort,"heapSort/3[T[],int,int]",n,2
/home/luisb/projetos/puc-experimentacao2/./project/src/test/java/com/thealgorithms/others/CRC16Test.java,com.thealgorithms.others.CRC16Test,testCRC16/0,textToCRC16,1
/home/luisb/projetos/puc-experimentacao2/./project/src/test/java/com/thealgorithms/others/CRC16Test.java,com.thealgorithms.others.CRC16Test,testCRC16/0,resultCRC16,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/strings/Lower.java,com.thealgorithms.strings.Lower,toLowerCase/1[java.lang.String],s,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/strings/Lower.java,com.thealgorithms.strings.Lower,toLowerCase/1[java.lang.String],values,6
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/strings/Lower.java,com.thealgorithms.strings.Lower,toLowerCase/1[java.lang.String],i,6
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/strings/Lower.java,com.thealgorithms.strings.Lower,main/1[java.lang.String[]],args,0
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/strings/Lower.java,com.thealgorithms.strings.Lower,main/1[java.lang.String[]],s,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/strings/Lower.java,com.thealgorithms.strings.Lower,main/1[java.lang.String[]],strings,1
/home/luisb/projetos/puc-experimentacao2/./project/src/test/java/com/thealgorithms/datastructures/caches/LRUCacheTest.java,com.thealgorithms.datastructures.caches.LRUCacheTest$1TestObject,TestObject/1[java.lang.String],value,2
/home/luisb/projetos/puc-experimentacao2/./project/src/test/java/com/thealgorithms/datastructures/caches/LRUCacheTest.java,com.thealgorithms.datastructures.caches.LRUCacheTest$1TestObject,equals/1[java.lang.Object],obj,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,getSecretEncryptionKey/0,aesKeyGenerator,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"encryptText/2[java.lang.String,javax.crypto.SecretKey]",secKey,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"encryptText/2[java.lang.String,javax.crypto.SecretKey]",plainText,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"decryptText/2[byte[],javax.crypto.SecretKey]",secKey,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"decryptText/2[byte[],javax.crypto.SecretKey]",bytePlainText,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"decryptText/2[byte[],javax.crypto.SecretKey]",gcmParameterSpec,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"decryptText/2[byte[],javax.crypto.SecretKey]",byteCipherText,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,"decryptText/2[byte[],javax.crypto.SecretKey]",decryptionCipher,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,main/1[java.lang.String[]],args,0
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,main/1[java.lang.String[]],decryptedText,1
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,main/1[java.lang.String[]],cipherText,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,main/1[java.lang.String[]],secKey,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,main/1[java.lang.String[]],plainText,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,bytesToHex/1[byte[]],hexChars,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,bytesToHex/1[byte[]],bytes,3
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,bytesToHex/1[byte[]],v,2
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/ciphers/AESEncryption.java,com.thealgorithms.ciphers.AESEncryption,bytesToHex/1[byte[]],j,5
/home/luisb/projetos/puc-experimentacao2/./project/src/main/java/com/thealgorithms/sorts/AdaptiveMergeSort.java,com.thealgorithms.sorts.AdaptiveMergeSort,"sort/4[T[],T[],int,int]",high,4
